Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature1,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Engine_coolant_temperature2,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Time(s),Class,PathOrder
281.6,0,6.6,-7,40,0,14.5,3,0,0,0,3.9,919,13.7,15.2,1.5,3.4,85,0,14.1,30.6,2,59,1.6,230,1,15,508,0,3040,0,1,1140.5,3,90,18.8,17.9,17.9,18.6,1137.8,1,0,5,18,-1.7,2,15.7,1,0.1,0,2.5,491,J,1,
934.4,0,12.2,-1.6,24,0,18.8,3,0,0,0,2.3,1951,27,14.5,-0.1,32.6,82,0,26.6,39.6,2.3,77,0,230,1,15,508,0,3040,0,1,1951,6,95,76.6,76,76,76.1,1951.5,0,1,5,73,-0.1,1,1.2,-1,0.4,0,6.7,1118,I,1,
1126.4,0,15,5.5,46,0,20.4,6,0,0,0,3.1,1831,34.4,12.1,81.5,24.4,84,0,34.4,47.1,2,76.2,81.4,230,1,15,508,0,3040,0,1,1703,6,93,66.9,65.9,66,66.5,1703.5,0,2,5,64,0,1,1.1,-0.5,0.1,0,1.6,1561,C,1,
614.4,4.3,9.4,2.3,37,0,16.5,3,0,0,0,0,1862,19.1,16.4,16.3,30.4,86,0,18.8,27.5,2.3,75.4,16.1,230,1,15,508,5.5,3040,0,1,1821.5,4,89,39.1,38,38.1,38.9,1819,1,0,5,37,-0.1,1,1.1,0,0,0,-0.9,397,A,1,
512,0,7.1,3.9,0,0,14.5,0,0,0,0,3.1,2185,10.5,10.5,-2.3,32.6,83,0,10.5,16.1,1.2,80.1,-2.3,230,1,15,508,0,3040,0,0,2213.3,5,78,67.5,66.1,66.1,67.3,2213.8,0,2,5,64,-0.3,1,1,-2,0,0,-1.4,1129,B,1,
1459.2,0,16.5,-2.3,45,0,22,2,0,0,0,3.1,1830,44.9,11.7,68.6,15.8,87,0,44.9,65.1,2.3,75.8,68.5,230,1,15,508,0,3040,0,1,1803.3,5,91,55,54,54,54.5,1804,0,2,5,52,0.3,1,1.1,2.5,0,0,1.6,1184,D,2,
384,0,7.1,-2.3,0,0,14.9,0,0,0,0,3.1,670,25.8,17.2,18.8,-3,76,0,25.8,54.9,2,56.6,18.9,230,1,15,508,0,3040,0,1,0,1,48,0,0,0,0,0,1,0,5,0,-1.1,2,34.9,0,0.1,0,-2.7,169,D,1,
499.2,9.4,9.9,-0.8,35,0,16.9,6,0,0,0,3.1,1750,16,12.5,22.6,30.4,81,0,16.4,25.9,2,75,22.6,230,1,15,508,0,3040,0,1,1718.3,6,94,67.5,66.1,66.1,67,1718.8,0,2,5,64,-0.3,1,1.2,-1.5,0.1,0,1.3,1547,J,2,
294.4,0,6.6,4.7,34,0,14.5,8,0,0,0,2.3,1053,11.7,14.5,-5.8,3.4,84,0,11.7,24.7,2.3,61.7,-5.5,230,1,15,508,0,3040,0,1,1124.8,3,88,18.6,18,18,18.5,1124.5,1,0,5,17,-0.2,1,1.1,1,0.2,0,-4.7,987,F,2,
294.4,0,6.6,-2.3,53,0,14.5,6,0,0,0,3.9,669,18.4,12.9,12.7,-1.5,87,0,18.4,42.7,2,54.3,12.8,230,1,15,508,0,3040,0,1,0,1,86,0,0,0,0,0,1,0,5,0,-0.2,2,24.6,0,0,0,17.3,140,J,2,
358.4,0,7.1,-3.9,47,0,14.5,255,0,0,0,2.3,864,18,17.2,1.9,2.6,66,0,18,37.6,2,60.5,3.1,230,1,15,508,0,3040,0,1,796.3,0,35,0,0,0,0,796.5,1,0,0,0,-0.1,1,0.9,0,-0.1,0,13.8,185,C,1,
2316.8,0,93.4,0.8,73,0,79.6,2,0,0,0,3.9,1982,57.4,9.4,108.7,3,87,0,57.4,92.5,2.3,77,108.7,230,1,15,508,0,3040,0,1,1978.8,5,94,60.3,59,59.3,59.9,1980,0,2,5,57,0.5,1,1.2,0.5,0.3,0,0.5,1312,D,1,
857.6,10.5,11.3,-1.6,51,0,18,3,0,0,0,2.3,1910,25.8,13.7,24,38.6,84,0,25.8,35.7,2.3,77.3,23.9,230,1,15,508,0,3040,0,1,1817,5,92,55.4,54.1,54.1,55,1817.5,0,2,5,53,-0.1,1,1,0,-0.1,4,-0.9,269,J,2,
358.4,0,6.6,1.6,0,0,14.5,2,0,0,0,2.3,973,13.3,16.4,-11.6,-2.6,82,0,13.3,30.2,2.3,60.5,-11.3,230,1,15,508,0,3040,0,1,1185.8,4,90,23.3,22.4,22.3,23.1,1188,1,0,5,22,-0.8,2,5.4,0,0,4,3.6,1732,H,1,
256,0,6.1,1.6,31,0,14.1,8,0,0,0,2.3,1057,9.8,13.7,-9.8,3.8,85,0,10.2,21.2,2.3,61.7,-9.5,230,1,15,508,0,3040,0,1,1171.3,3,87,19.4,18.1,18.1,19.3,1171.8,1,0,5,18,-0.2,1,1.1,-1,-0.6,0,0.2,1442,F,2,
358.4,0,7.1,0,0,0,14.5,0,0,0,0,3.1,675,22.7,17.2,8.1,-2.6,87,0,22.7,50.2,2,55.9,8.2,230,1,15,508,0,3040,0,1,61,1,55,0.4,0,0,0.4,58.8,1,0,5,0,0.1,1,1.8,0,-0.1,0,5.2,349,D,1,
576,0,8.5,-1.6,12,0,15.7,0,0,0,0,2.3,1709,18.4,15.6,5.9,37.1,83,0,18.4,23.9,2.3,76.6,5.9,230,1,15,508,0,3040,0,1,1708.3,6,82,67.4,66,66.1,66.9,1708.5,0,2,5,64,-0.2,1,1.1,-0.5,-0.4,0,-3.1,1306,D,1,
345.6,0,7.1,-0.8,58,0,14.5,3,0,0,0,3.1,669,20.7,13.7,15.7,-2.3,87,0,20.7,47.5,2,54.3,16,230,1,15,508,0,3040,0,1,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,20.3,0,0,0,3.7,674,I,2,
0,0,8.9,0,0,0,16.1,3,0,1,0,2.3,1906,0,9.8,-23.8,-9.4,85,0,0,23.9,0,77.3,-23.8,230,1,15,508,0,3040,0,0,1910.5,6,89,75,74,74.1,74.6,1911,0,1,5,72,-0.5,1,1.2,0.5,0.5,0,11.3,760,D,2,
320,0,7.1,-0.8,0,0,14.5,2,0,0,0,2.3,663,20.7,13.7,15.3,-2.6,85,0,20.7,47.8,2,53.9,15.3,230,1,15,508,0,3040,0,1,0,1,95,0,0,0,0,0,1,0,5,0,-0.1,2,31.9,0,-0.1,0,-56.1,1498,I,2,
268.8,0,5.7,9.4,23,0,13.7,3,0,1,0,-0.8,1580,4.3,16.8,-40.7,4.9,86,0,4.3,14.1,0,69.9,-40.7,230,1,15,508,0,3040,0,1,1632.5,4,89,35.6,34.8,34.8,35.5,1632,0,1,5,34,-0.5,1,1.1,1,0.1,0,5.5,421,A,1,
1728,24.2,21.6,-2.3,87,0,25.9,2,0,0,0,0.8,1886,48.4,13.3,79.8,7.9,84,0,48.4,76.5,2.3,75.8,80.4,230,1,15,508,0,3040,0,1,1880.3,4,88,41.1,40.1,40.3,40.8,1881.8,0,2,5,39,0.6,1,1.1,1.5,0.1,0,2.2,454,G,1,
294.4,0,6.6,4.7,24,0,14.1,4,0,1,0,-0.8,1877,3.9,15.2,-36.3,0.4,86,0,3.9,16.9,0,76.6,-36.3,230,1,15,508,0,3040,0,1,1892,6,100,74.5,73.2,73.4,74.1,1892,0,1,5,71,-0.4,1,1.1,-2,0.2,0,1.6,875,A,2,
460.8,0,7.5,-0.8,60,0,14.9,4,0,0,0,1.6,865,22.3,15.6,11.7,-1.9,86,0,22.3,50.2,2,57,11.8,230,1,15,508,0,3040,0,1,547.3,3,101,6.3,5.6,5.5,6.3,548,1,0,5,6,-1.5,2,10.7,0,0.2,0,-0.6,1773,A,2,
1100.8,0,13.2,-2.3,34,0,19.2,0,0,0,0,2.3,1784,35.2,14.5,46.8,28.5,85,0,35.2,49,2.3,76.6,46.8,230,1,15,508,0,3040,0,1,1782.3,6,81,70,68.5,69.7,69.6,1782.8,0,2,5,67,0,1,1.1,-0.5,-0.1,0,3.3,1240,D,1,
550.4,0.8,8.5,7,29,0,15.7,3,0,0,0,3.1,1980,13.7,14.5,9,28.5,84,0,13.7,20.4,0.8,77.7,8.3,230,1,15,508,0,3040,0,1,1983.3,6,95,78,76.4,77.1,77.5,1983.5,0,1,5,74,-0.3,1,1.1,-3,0.3,0,0.1,1157,J,1,
345.6,0,7.1,-2.3,0,0,14.9,0,0,0,0,3.1,671,21.9,15.2,11.2,-4.5,85,0,21.9,50.6,2,54.3,11.9,230,1,15,508,0,3040,0,1,0,0,87,0,0,0,0,0,1,0,6,0,-0.2,2,18.1,0,-0.2,56,364.1,2915,F,1,
1484.8,0,18.3,-5.5,53,0,23.1,2,0,0,0,2.3,1798,46.5,10.9,83,10.9,87,0,46.5,70.6,2.3,75.4,83,230,1,15,508,0,3040,0,1,1772.8,5,91,54,52.5,53.1,53.6,1773.5,0,2,5,51,0.4,1,1.1,2.5,0,0,-0.6,1187,D,2,
332.8,0,6.6,-5.5,51,0,14.5,255,0,0,0,1.6,789,18.8,15.2,9.4,-1.1,84,0,18.8,41.6,2,57,9.8,230,1,15,508,0,3040,0,1,677,1,63,4.6,3.9,4,4.6,675.5,1,0,5,4,-0.5,2,4.2,2.5,0,0,-3.7,943,C,1,
1203.2,0,11.8,-2.3,29,0,19.2,0,0,0,0,3.1,1976,34.4,8.6,6.6,24,84,0,34,45.9,2.3,78.5,5.9,230,1,15,508,0,3040,0,0,1836.3,6,74,72.3,70.9,71.9,71.8,1836.8,1,0,5,69,0,1,1,3,0.2,0,-1.5,917,B,1,
2905.6,0,100,5.5,120,0,83.9,2,0,0,0,2.3,2248,62.5,11.7,119.2,4.5,84,0,62.1,94.5,2.3,78.9,117.7,230,1,15,508,0,3040,0,1,2245.8,6,89,88.5,86.3,87.6,87.8,2246.8,0,2,5,84,0.3,1,1.1,1,-0.5,0,-6.3,683,C,2,
1177.6,9.4,11.3,2.3,55,0,18.8,0,0,0,0,3.9,1971,29.3,12.5,-9.2,17.3,85,0,28.5,44.3,2,77.3,-9.6,230,1,15,408,0,3040,0,1,1825.8,6,93,71.4,70.1,70.1,70.9,1823.3,0,1,5,68,0,1,1.2,1.5,0.3,4,2.7,708,B,2,
256,0,6.1,0,41,0,14.1,7,0,0,0,3.9,717,6.6,10.9,-17.6,-11.3,92,0,7,30.6,2,54.3,-17.4,230,1,15,508,0,3040,0,1,699,0,90,0,0,0,0,699.5,1,0,0,0,-0.1,2,47.9,0,0,0,-4.3,5,I,1,
972.8,0,9.4,3.1,15,0,17.3,0,0,0,0,3.1,1877,25,9.4,-6.9,18.4,84,0,24.6,36.5,2,77.7,-7.5,230,1,15,508,0,3040,0,0,1878.8,5,77,57.3,56.1,56.1,57,1879.3,0,1,5,55,0,1,1,2,0.3,8,8.7,1100,B,1,
435.2,0,7.5,-3.9,51,0,15.3,255,0,0,0,1.6,921,21.5,18.8,6.5,4.5,54,0,21.5,40.8,2.3,63.3,6.4,230,1,15,508,0,3040,0,1,855.8,0,33,0,0,0,0,856.3,1,0,0,0,-0.1,1,0.9,0,-0.1,0,14.2,85,C,1,
358.4,0,7.5,2.3,41,0,14.9,235,0,0,0,3.9,1010,16,14.1,18.3,7.5,85,0,16.4,31.4,2.3,60.9,18.3,230,1,15,508,0,3040,0,1,959,3,67,15.9,14.7,14.9,15.8,959,1,0,5,15,-0.1,1,0.9,2,0,0,-2.8,848,H,1,
307.2,0,6.6,-0.8,53,0,14.5,8,0,0,0,2.3,667,18.4,14.5,6.1,-2.6,84,0,18.8,43.1,2,54.3,6,230,1,15,508,0,3040,0,1,0,1,84,0,0,0,0,0,1,0,5,0,0,2,26.6,0,0,0,23.5,541,F,2,
256,0,6.1,-2.3,0,0,14.1,6,0,0,0,3.1,669,16.4,15.2,2.2,-0.4,86,0,16.4,38.8,2,54.7,2.4,230,1,15,508,0,3040,0,1,645.5,0,88,0,0,0,0,646,1,0,6,0,0,2,31.6,0,0.1,0,0.3,943,C,1,
1049.6,7.8,10.8,0.8,50,0,18.4,7,0,0,0,3.1,2227,25.8,13.3,-1.4,37.9,84,0,25.8,35.7,2.3,78.5,-1.2,230,1,15,508,0,3040,0,1,2227.3,5,93,68,66.1,66.3,67.6,2227.8,0,2,5,65,-0.1,1,1.2,0,-0.6,0,-0.9,1522,I,1,
345.6,0,6.6,-1.6,0,0,14.5,2,0,0,0,2.3,671,20.7,15.2,11.5,-3,85,0,20.7,47.1,2,55.1,11.9,230,1,15,508,0,3040,0,1,0,1,87,0,0,0,0,0,1,0,5,0,0,2,13,0,0.1,0,-1.7,224,C,2,
307.2,0,6.6,-0.8,0,0,14.5,1,0,0,0,3.1,668,19.1,15.2,7.7,-2.6,85,0,19.1,44.7,2,54.3,7.9,230,1,15,508,0,3040,0,1,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,17,0,-0.2,0,-156.1,531,G,2,
345.6,0,6.6,-0.8,64,0,14.5,6,0,0,0,-0.8,669,23.4,17.2,12.8,-2.6,87,0,23.4,52.9,2,53.5,13.2,230,1,15,508,0,3040,0,1,0,1,99,0,0,0,0,0,1,0,5,0,0,2,17.8,0,0.1,0,8,1487,A,2,
742.4,13.7,12.2,-2.3,43,0,18,0,0,0,0,3.1,1985,23.4,11.7,66.2,31.5,89,0,23,32.5,2.3,76.6,66.2,230,1,15,508,0,3040,0,1,1982,5,94,60.4,59,60,60,1982.5,0,2,5,57,-0.1,1,1.1,2,0,0,1.1,1472,H,2,
332.8,0,6.6,0,33,0,14.5,2,0,0,0,7.8,1145,11.7,12.9,-2.2,5.3,85,0,11.7,22.7,2.3,66.8,-2.2,230,1,15,508,0,3040,0,1,1283.8,3,77,21.3,20.1,20.1,21.1,1283.8,1,0,5,20,-0.3,2,1.1,1,0.1,0,1.7,268,E,2,
332.8,0,6.1,0.8,52,0,14.1,0,0,0,0,3.9,710,15.6,9,16.3,-4.1,94,0,15.6,41.2,2,54.3,16.3,230,1,15,508,0,3040,0,0,110,14,84,1.1,0.1,0.3,1.1,111.3,1,0,7,0,0.4,2,18,0,-0.2,60,-414.9,55,B,2,
384,0,7.1,7.8,0,0,14.9,2,0,1,0,2.3,2207,3.5,14.5,-32.3,13.5,84,0,3.5,12.9,0.8,77.3,-32.4,230,1,15,508,0,3040,0,1,2229.8,6,96,87.8,86.2,86.3,87.3,2230,0,1,5,84,-0.5,2,1.4,-1.5,0.1,0,1.3,1340,I,2,
0,0,8,0,0,0,15.7,3,0,1,0,2.3,1709,0,15.2,-37,-7.5,84,0,0,22,0,73.4,-37,230,1,15,508,0,3040,0,1,1734.5,6,94,68.3,67,67,67.8,1734.3,0,1,5,65,-1.1,2,6.2,-1,0,0,-2.2,1215,I,1,
0,0,7.5,0,0,0,15.3,2,0,1,0,1.6,1521,0,12.5,-30.3,-7.5,92,0,0,22.7,0,68,-30.3,230,1,15,508,0,3040,0,1,1537,6,96,60.4,59.3,59.4,60,1537,0,1,5,58,-1,2,6.3,-0.5,0.2,8,1.5,1278,I,2,
1548.8,0,17.9,2.3,47,0,22.7,0,0,0,0,1.6,1939,44.9,12.9,69.5,19.1,84,0,44.5,62.4,2.3,77,69.7,230,1,15,508,0,3040,0,1,1930,4,68,42.1,41.1,41.4,41.9,1931.5,0,2,5,40,0.6,1,1,1,0.2,0,2.6,691,F,1,
307.2,0,6.6,-1.6,0,0,14.5,7,0,0,0,5.5,821,13.7,15.2,-3.7,-0.4,86,0,13.7,33.7,2,56.3,-3.3,230,1,15,508,0,3040,0,1,844,2,92,9.4,8.1,8.1,9.3,844.3,1,0,5,9,-0.3,2,1.9,0,0,8,-18.7,2205,F,2,
358.4,0,6.1,-1.6,0,0,14.1,2,0,0,0,3.1,883,15.2,14.5,-1.6,-2.6,84,0,15.2,36.9,2,58.2,-1.8,230,1,15,508,0,3040,0,1,851.5,1,92,6.1,5.9,6,6.1,852,1,0,5,6,-0.2,2,1.1,7.5,0.1,0,0.6,1609,D,2,
627.2,0,11.3,3.1,32,0,16.5,6,0,0,0,3.1,2236,17.2,12.5,88.1,37.1,86,0,17.2,22,2.3,77.3,82.7,230,1,15,508,0,3040,0,1,2223.3,4,91,48.5,47.3,47.7,48.3,2223.8,1,0,5,46,-0.2,1,1.1,3,-0.1,0,-6.8,1316,D,2,
358.4,0,6.6,2.3,0,0,14.5,0,0,0,0,3.1,666,22.7,16.4,12.9,-2.6,88,0,22.7,51,2,53.9,13.3,230,1,15,508,0,3040,0,1,0,1,91,0,0,0,0,0,1,0,5,0,-0.1,2,25.1,0,0,0,-153.9,275,B,2,
1292.8,18.4,15.5,-3.9,73,0,20.8,4,0,0,0,0.8,1766,41.4,14.5,75.2,15.8,87,0,41.4,62.4,2,74.2,75.9,230,1,15,508,0,3040,0,1,1764.3,4,99,38.6,37.9,38,38.4,1765.3,0,2,5,37,0.4,1,1.2,-2,-0.1,8,-1.9,941,A,2,
320,0,6.1,-0.8,0,0,14.1,2,0,0,0,2.3,990,14.1,14.8,-1.4,1.9,84,0,14.1,28.6,2.3,61.7,-1.3,230,1,15,508,0,3040,0,1,1009.8,3,91,16.6,16,16,16.6,1010,1,0,5,16,-0.2,2,1.4,0,-0.6,4,10.4,1105,C,2,
294.4,0,6.6,-4.7,44,0,14.1,2,0,0,0,7.8,772,16,12.9,9.5,3,87,0,16,34.1,2,58.2,9.5,230,1,15,508,0,3040,0,1,755.5,1,78,8.4,7.8,7.8,8.4,755.8,1,0,5,8,-0.3,2,2.7,0,0.3,28,37.9,493,E,2,
358.4,0,7.1,-0.8,65,0,14.5,4,0,0,0,0.8,670,23.8,18,13.7,-2.3,87,0,23.8,54.1,2,53.9,14,230,1,15,508,0,3040,0,1,0,1,92,0,0,0,0,0,1,0,5,0,0,2,22.4,0,0.1,0,0.7,344,A,2,
396.8,5.5,8.5,0.8,34,0,15.7,0,0,0,0,5.5,1312,16.8,9.8,50.2,23.3,84,0,16.8,23.9,2,71.5,50.2,230,1,15,508,0,3040,0,0,1369.5,2,74,16,12.8,13.4,15.6,1369.5,1,0,5,13,-0.5,1,0.9,1,-1.7,92,-198.5,1604,E,1,
0,0,8,0,29,0,15.7,8,0,1,0,1.6,1740,0,14.5,-34.3,-7.5,84,0,0,20.8,0,74.2,-34.3,230,1,15,508,0,3040,0,1,1760.8,5,90,53.5,52.5,52.6,53.3,1761.3,0,1,5,51,-0.5,1,1.3,-0.5,0,0,8,1887,F,2,
256,0,6.1,3.1,29,0,14.1,6,0,0,0,3.9,1085,10.2,12.5,7,8.3,85,0,10.2,20,2.3,62.5,6.2,230,1,15,508,0,3040,0,1,1330.5,2,92,14.8,14,14,14.6,1330.8,1,0,5,14,-0.4,1,1,0,-0.5,0,7,865,J,2,
1753.6,0,20.2,-1.6,53,0,24.3,4,0,0,0,1.6,2051,48.4,12.9,83.2,15.4,88,0,48.4,69.4,2.3,77.3,83.2,230,1,15,508,0,3040,0,1,1804.5,6,91,71,69.9,70.1,70.5,1805.3,0,2,5,68,0.2,1,1.2,0,0.1,0,1.7,1297,B,1,
0,0,7.1,0,29,0,14.9,3,0,1,0,5.5,1497,0,13.7,-32.1,-7.1,83,0,0,19.2,0,73.4,-32.1,230,1,15,508,0,3040,0,1,1512.8,6,84,59.5,58.1,58.1,59.3,1513,0,1,5,57,-0.4,1,1.1,0,0,0,-7,1275,E,2,
537.6,0,7.5,-0.8,49,0,15.7,235,0,0,0,3.9,1161,22.3,12.9,7.8,11.6,85,0,21.9,38,2.3,63.7,7.9,230,1,15,508,0,3040,0,1,958.3,3,90,15.9,15.2,15.3,15.8,959,1,0,5,15,0.1,1,1.1,0,0.1,8,5.5,2658,H,1,
345.6,0,6.6,-5.5,0,0,14.5,6,0,0,0,3.1,800,17.6,13.7,10.4,-1.9,83,0,17.6,42,2,56.3,10.7,230,1,15,508,0,3040,0,1,673.8,1,91,4.9,4.3,4.3,4.8,674,1,0,5,4,-1.4,2,9.5,-8,0.4,8,-2.9,1848,D,2,
1651.2,0,21.1,-5.5,53,0,25.5,2,0,0,0,2.3,1822,48,12.5,81.5,7.5,87,0,48,77.6,2.3,74.6,81.5,230,1,15,508,0,3040,0,1,1817.5,6,91,71.5,70.1,70.1,71,1818,0,2,5,68,0.2,1,1.2,0.5,0.1,0,0.1,1463,H,1,
2406.4,0,100,-2.3,99,0,83.9,2,0,0,0,3.9,2068,58.2,11.3,106.9,4.5,84,0,58.2,90.6,2.3,78.1,106.9,230,1,15,508,0,3040,0,1,2048,5,91,62.4,61.1,61.4,61.9,2049.3,0,2,5,59,0.5,1,1.1,1,0.3,4,1.6,564,C,2,
460.8,5.1,8,3.9,31,0,15.7,0,0,0,0,3.1,1646,16,12.9,7.9,33.8,84,0,16,21.6,2,72.3,8,230,1,15,508,0,3040,0,1,1616.3,3,93,26.8,26,26,26.6,1616.5,1,0,5,25,-0.1,1,1.1,2,0.1,4,0.1,593,H,2,
1920,10.2,43.2,3.9,75,0,47.1,235,0,0,0,2.3,2135,37.9,12.1,8.6,15,86,0,37.9,66.7,2.3,77,8.6,230,1,15,508,0,3040,0,1,1847.5,3,77,30.9,29.5,29.7,30.6,1849.5,1,0,5,29,0.8,1,0.9,1,0,12,-14.1,1264,H,1,
960,0,11.3,-1.6,24,0,18.4,2,0,0,0,2.3,1683,30.1,14.5,-0.5,21.4,84,0,30.1,46.3,2,73,-0.6,230,1,15,508,0,3040,0,1,1517.3,4,90,33.3,32.1,32.1,33,1518,0,1,5,31,0.2,1,1.1,0.5,0.1,0,-0.8,1789,H,1,
179.2,0,8.5,0,29,0,15.7,3,0,0,0,2.3,1825,0,13.7,3.9,11.3,83,0,0,21.2,0,75.4,3.9,230,1,15,508,0,3040,0,1,1835.8,6,93,72.5,70.2,70.6,72,1836.3,0,2,5,69,-0.5,1,1.1,-3.5,-1.2,0,-11.7,1318,I,2,
281.6,0,6.6,-3.9,53,0,14.5,0,0,0,0,3.9,667,18,15.2,6.7,-3,86,0,18,42.7,2,53.9,6,230,1,15,508,0,3040,0,1,0,1,90,0,0,0,0,0,1,0,5,0,0,2,11.2,0,0.1,0,-0.5,227,H,2,
230.4,0,5.2,0,0,0,13.3,2,0,0,0,3.1,1239,7.4,12.5,-12.8,3.4,90,0,7.4,17.6,2.3,64.8,-12.5,230,1,15,508,0,3040,0,1,1818.3,5,92,55.5,54.1,54.4,55.1,1818,1,0,5,53,-0.4,1,1.1,3.5,-0.1,0,-2.6,1214,D,2,
384,0,7.1,0,0,0,14.9,0,0,0,0,3.1,667,24.6,16.4,17.4,-3,87,0,24.6,53.7,2,55.5,18,230,1,15,508,0,3040,0,1,0,1,54,0,0,0,0,0,1,0,5,0,-0.1,2,26.4,0,-0.1,0,2.7,311,D,1,
0,0,7.5,0,0,0,15.3,4,0,1,0,2.3,1752,0,15.6,-38.2,-8.6,81,0,0,23.5,0,74.6,-38.2,230,1,15,508,0,3040,0,1,1779.8,6,91,70,68.4,68.7,69.8,1780.3,0,1,5,67,-0.5,1,1.2,-3.5,0.2,0,-0.9,1379,B,1,
1689.6,19.5,17.9,-1.6,76,0,23.1,0,0,0,0,2.3,2127,46.1,13.7,74.1,18.8,84,0,46.1,64.3,2.3,77.3,74.1,230,1,15,508,0,3040,0,1,2125,6,89,83.6,82.1,82.4,83,2126,0,2,5,80,0.1,1,1.1,-2,0.2,0,1.7,2065,F,1,
857.6,5.5,9.4,-4.7,48,0,16.9,255,0,0,0,4.7,1557,29.7,13.7,25.4,27,57,0,29.7,37.3,2,77.3,25.3,230,1,15,508,0,3040,0,1,1366.5,3,29,22.8,22,22,22.6,1367.3,0,2,5,21,0.1,1,0.9,2,-0.4,32,-2.9,295,E,1,
307.2,0,6.6,-0.8,55,0,14.5,0,0,0,0,3.9,667,19.1,13.7,11.7,-2.6,87,0,19.1,43.9,2,55.1,11.8,230,1,15,508,0,3040,0,1,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,13.3,0,-0.1,0,3.3,1892,B,2,
499.2,0,7.5,6.3,0,0,15.3,2,0,0,0,3.1,1772,11.3,11.7,5.6,11.6,86,0,6.6,21.2,0,75,5.6,230,1,15,508,10.2,3040,0,1,1802.5,6,93,70.9,69.8,70,70.5,1803,0,2,5,68,-0.3,1,1.1,1,0.1,0,1.8,1119,D,1,
652.8,0.4,8.5,0.8,38,0,16.1,0,0,0,0,3.1,1727,18,13.7,-10.8,26.3,84,0,18,28.2,2,73.8,-11.1,230,1,15,508,0,3040,0,1,1690.3,4,93,35.9,34.5,34.6,35.8,1690.3,0,1,5,34,-0.1,1,1.1,1,-0.1,12,-13.2,1940,H,2,
524.8,7.4,10.8,0,53,0,16.9,0,0,0,0,2.3,1020,24.6,14.8,74.5,8.3,84,0,24.6,43.5,2,60.5,75.9,230,1,15,508,0,3040,0,1,834.3,3,87,13.9,12.2,12.2,13.8,835,1,0,5,13,0.1,1,1,0,-0.1,28,-37.6,2688,F,1,
102.4,0,8,3.1,26,0,15.3,8,0,1,0,2.3,1709,0.8,14.1,-33,-5.6,84,0,0.8,18,0,73.8,-33,230,1,15,508,0,3040,0,1,1717.3,4,82,37.5,36.6,36.9,37.4,1716.5,0,1,5,35,-0.8,2,5.3,0.5,0.1,0,4.3,148,F,2,
1472,0,16,2.3,44,0,21.2,6,0,0,0,2.3,2165,38.7,13.7,63.2,24.4,87,0,39.5,52.9,2.3,78.1,71.5,230,1,15,508,0,3040,0,1,1987.5,1,87,14.4,13.3,13.5,14.3,1988.8,1,0,5,13,1.1,1,1.1,0,0.1,4,4,545,C,1,
1587.2,14.1,17.4,-1.6,74,0,22.7,3,0,0,0,2.3,2070,43,15.2,40.8,21,90,0,43,60.4,2.3,77,40.8,230,1,15,508,0,3040,0,1,1889,1,89,12,12.8,13.3,11.3,1894.5,1,0,5,13,1.1,1,1,0,1,252,148.8,37,J,1,
153.6,0,5.7,0,30,0,13.7,255,0,0,0,2.3,1265,2.7,14.5,-10.7,-1.1,84,0,3.1,20,1.2,66.8,-10.6,230,1,15,508,0,3040,0,1,1540.3,6,84,59.4,58,58,59.1,1543.5,1,0,5,56,-0.4,1,1.1,-1.5,-0.6,0,-10.2,1497,C,1,
294.4,0,7.1,0,0,0,14.5,2,0,0,0,3.1,878,14.5,15.2,-2.7,6,85,0,14.5,31,2,57.8,-2.5,230,1,15,508,0,3040,0,1,857,1,95,8.5,7.1,7.2,8.4,856.3,1,0,5,7,-1,2,7,0,-0.2,28,-35.4,1939,I,2,
